lead_id,company,industry,source,budget,engagement_score,status,created_date,salesperson
LEAD-00986,Acro Partners,Retail & E-Commerce,Inbound Demo Request,60000.0,58.2,Won,2026-08-20,David Kim
LEAD-00987,Horizon Analytics,SaaS & Cloud Software,Organic Search,5000.0,32.7,Contacted,2026-01-30,Michael Chang
LEAD-00988,Omni Labs,SaaS & Cloud Software,Referral,60000.0,88.0,Won,2026-03-02,Michael Chang
LEAD-00989,Acro Digital,Healthcare & Life Sciences,Cold Outreach,12000.0,34.6,New,2026-05-27,Michael Chang
LEAD-00990,Starlight Dynamics,Retail & E-Commerce,Organic Search,25000.0,32.1,Won,2026-07-22,David Kim
LEAD-00991,Vanguard Technologies,Healthcare & Life Sciences,Cold Outreach,5000.0,41.6,Contacted,2026-08-20,Alex Rivera
LEAD-00992,Stratosphere Partners,Healthcare & Life Sciences,Referral,15000.0,79.4,Proposal Sent,2026-04-05,Michael Chang
LEAD-00993,Stratosphere Logistics,Healthcare & Life Sciences,Partner Channel,12000.0,5.0,Lost,2026-08-13,Alex Rivera
LEAD-00994,Starlight Labs,Manufacturing & Industrial,Webinar,20000.0,51.5,Qualified,2026-06-16,Alex Rivera
LEAD-00995,Nexus Solutions,Telecommunications,Inbound Demo Request,60000.0,81.1,Negotiation,2026-02-15,Sarah Jenkins
LEAD-00996,Starlight Labs,Telecommunications,Webinar,8000.0,73.8,Proposal Sent,2026-03-29,Emily Watson
LEAD-00997,Velocity Enterprises,Professional Services & Consulting,LinkedIn Campaign,8000.0,70.5,Contacted,2026-03-24,Sarah Jenkins
LEAD-00998,Cognitive Capital,SaaS & Cloud Software,LinkedIn Campaign,20000.0,73.1,Contacted,2025-09-16,David Kim
LEAD-00999,Acro Dynamics,Financial Services & FinTech,Referral,60000.0,69.2,Proposal Sent,2026-05-29,Alex Rivera
LEAD-01000,Velocity Labs,Retail & E-Commerce,LinkedIn Campaign,8000.0,70.0,Won,2026-05-17,Priya Patel
LEAD-01001,Nexus Enterprises,SaaS & Cloud Software,Webinar,20000.0,38.4,Proposal Sent,2026-07-27,Alex Rivera
LEAD-01002,Meridian Enterprises,Manufacturing & Industrial,Referral,35000.0,98.2,Lost,2025-10-14,Priya Patel
LEAD-01003,Nexus Partners,Manufacturing & Industrial,Partner Channel,5000.0,62.3,Contacted,2026-08-21,Priya Patel
LEAD-01004,Synapse Labs,Professional Services & Consulting,Organic Search,12000.0,57.6,New,2025-09-12,Alex Rivera
LEAD-01005,Beacon Logistics,Manufacturing & Industrial,Referral,35000.0,82.1,Qualified,2026-01-18,Michael Chang
LEAD-01006,CoreTech Labs,Media & Entertainment,Inbound Demo Request,35000.0,69.5,Negotiation,2026-02-17,Alex Rivera
LEAD-01007,Acro Technologies,Manufacturing & Industrial,Partner Channel,5000.0,49.7,Contacted,2025-12-15,Priya Patel
LEAD-01008,Horizon Innovations,Media & Entertainment,LinkedIn Campaign,20000.0,50.3,Lost,2025-10-11,Alex Rivera
LEAD-01009,Velocity Global,SaaS & Cloud Software,Cold Outreach,12000.0,5.0,Contacted,2026-06-18,Alex Rivera
LEAD-01010,Stratosphere Systems,Telecommunications,Cold Outreach,12000.0,35.0,Contacted,2026-05-04,Sarah Jenkins
LEAD-01011,Pinnacle Systems,Professional Services & Consulting,Partner Channel,5000.0,44.1,Lost,2026-06-19,David Kim
LEAD-01012,Velocity Health,SaaS & Cloud Software,Cold Outreach,5000.0,67.3,Lost,2025-12-12,Emily Watson
LEAD-01013,Acro Logistics,SaaS & Cloud Software,Webinar,20000.0,66.0,Won,2025-10-01,Alex Rivera
LEAD-01014,CoreTech Solutions,Media & Entertainment,Cold Outreach,25000.0,55.4,New,2025-11-02,Michael Chang
LEAD-01015,Nexus Capital,Financial Services & FinTech,Referral,60000.0,99.0,Won,2026-08-06,Michael Chang
LEAD-01016,Vanguard Innovations,Healthcare & Life Sciences,Cold Outreach,25000.0,36.6,New,2026-02-16,Sarah Jenkins
LEAD-01017,Pinnacle Dynamics,Healthcare & Life Sciences,Partner Channel,5000.0,44.1,Contacted,2026-06-07,Emily Watson
LEAD-01018,Catalyst Dynamics,Healthcare & Life Sciences,Referral,35000.0,71.8,Proposal Sent,2026-02-09,Sarah Jenkins
LEAD-01019,Cognitive Capital,Telecommunications,Organic Search,12000.0,43.2,New,2026-01-03,Priya Patel
LEAD-01020,Omni Analytics,Financial Services & FinTech,Webinar,8000.0,43.0,Qualified,2025-12-22,Alex Rivera
LEAD-01021,Omni Solutions,Financial Services & FinTech,Webinar,20000.0,48.8,Proposal Sent,2025-11-26,David Kim
LEAD-01022,Quantum Digital,Telecommunications,Cold Outreach,5000.0,32.5,New,2026-03-06,David Kim
LEAD-01023,Beacon Technologies,Telecommunications,Webinar,20000.0,48.7,Qualified,2025-10-31,Michael Chang
LEAD-01024,Stratosphere Global,Financial Services & FinTech,Cold Outreach,12000.0,45.7,Contacted,2026-02-01,Alex Rivera
LEAD-01025,Aura Capital,Financial Services & FinTech,Cold Outreach,25000.0,59.0,Lost,2025-11-14,David Kim
LEAD-01026,Omni Capital,Media & Entertainment,Partner Channel,5000.0,53.8,Contacted,2026-07-13,Emily Watson
LEAD-01027,Meridian Partners,Media & Entertainment,LinkedIn Campaign,20000.0,42.6,Qualified,2025-10-19,Sarah Jenkins
LEAD-01028,Vertex Technologies,SaaS & Cloud Software,Inbound Demo Request,35000.0,85.1,Negotiation,2026-05-05,David Kim
LEAD-01029,Vanguard Systems,Healthcare & Life Sciences,Referral,60000.0,98.2,Won,2025-11-08,Emily Watson
LEAD-01030,Velocity Global,Healthcare & Life Sciences,Organic Search,5000.0,55.5,New,2026-08-27,Emily Watson
LEAD-01031,Stratosphere Solutions,Telecommunications,Partner Channel,5000.0,37.1,New,2026-08-07,Michael Chang
LEAD-01032,Pinnacle Dynamics,Professional Services & Consulting,Partner Channel,5000.0,40.2,Contacted,2026-04-22,Priya Patel
LEAD-01033,Zenith Solutions,Telecommunications,Partner Channel,5000.0,35.5,New,2025-12-02,Sarah Jenkins
LEAD-01034,Catalyst Capital,Healthcare & Life Sciences,Cold Outreach,5000.0,48.0,New,2026-08-12,Sarah Jenkins
LEAD-01035,Elevate Solutions,SaaS & Cloud Software,Referral,35000.0,83.6,Won,2026-04-24,Alex Rivera
LEAD-01036,Pinnacle Global,Media & Entertainment,Cold Outreach,12000.0,26.0,New,2026-06-07,Michael Chang
LEAD-01037,Horizon Technologies,Healthcare & Life Sciences,LinkedIn Campaign,20000.0,66.4,Proposal Sent,2026-03-26,Alex Rivera
LEAD-01038,Vanguard Analytics,Media & Entertainment,Partner Channel,5000.0,47.7,Contacted,2026-04-04,David Kim
LEAD-01039,Starlight Labs,Media & Entertainment,Cold Outreach,5000.0,40.1,Qualified,2026-05-03,Priya Patel
LEAD-01040,Velocity Health,Manufacturing & Industrial,Referral,35000.0,64.1,Proposal Sent,2025-11-21,Priya Patel
LEAD-01041,Catalyst Capital,Manufacturing & Industrial,LinkedIn Campaign,45000.0,70.2,Qualified,2025-12-20,Michael Chang
LEAD-01042,Meridian Enterprises,Professional Services & Consulting,Partner Channel,5000.0,34.8,New,2026-02-22,Emily Watson
LEAD-01043,Solstice Innovations,Media & Entertainment,Inbound Demo Request,35000.0,76.0,Negotiation,2026-08-04,Alex Rivera
LEAD-01044,Velocity Dynamics,Professional Services & Consulting,LinkedIn Campaign,8000.0,62.1,Contacted,2025-10-26,Michael Chang
LEAD-01045,Prism Systems,Manufacturing & Industrial,Partner Channel,12000.0,57.7,New,2025-11-28,Emily Watson
LEAD-01046,Zenith Partners,Healthcare & Life Sciences,Webinar,8000.0,44.3,Won,2025-11-01,Michael Chang
LEAD-01047,Starlight Solutions,Retail & E-Commerce,Webinar,20000.0,74.6,Lost,2026-06-18,David Kim
LEAD-01048,Stratosphere Health,Financial Services & FinTech,Referral,120000.0,81.2,Won,2026-07-23,David Kim
LEAD-01049,Zenith Global,Telecommunications,Webinar,8000.0,55.2,Qualified,2026-02-28,Sarah Jenkins
LEAD-01050,Quantum Partners,Manufacturing & Industrial,LinkedIn Campaign,20000.0,44.3,Contacted,2025-10-08,Michael Chang
LEAD-01051,Elevate Global,Retail & E-Commerce,Partner Channel,5000.0,42.3,New,2026-08-11,David Kim
LEAD-01052,Acro Digital,Healthcare & Life Sciences,Referral,35000.0,53.1,Won,2025-10-11,Emily Watson
LEAD-01053,Meridian Health,Media & Entertainment,Inbound Demo Request,35000.0,73.6,Negotiation,2025-12-19,Alex Rivera
LEAD-01054,Stratosphere Capital,Retail & E-Commerce,Webinar,8000.0,63.8,Proposal Sent,2025-12-14,David Kim
LEAD-01055,Starlight Solutions,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,70.3,Won,2025-10-02,Priya Patel
LEAD-01056,Cognitive Logistics,Professional Services & Consulting,Inbound Demo Request,15000.0,95.6,Qualified,2026-03-23,Michael Chang
LEAD-01057,Cognitive Technologies,SaaS & Cloud Software,Referral,15000.0,99.0,Negotiation,2025-09-30,Priya Patel
LEAD-01058,Apex Systems,SaaS & Cloud Software,Referral,60000.0,75.2,Proposal Sent,2026-06-07,Alex Rivera
LEAD-01059,Quantum Labs,Healthcare & Life Sciences,Organic Search,5000.0,61.2,Lost,2026-06-14,Priya Patel
LEAD-01060,Prism Global,Manufacturing & Industrial,Webinar,8000.0,70.3,Proposal Sent,2025-11-23,Sarah Jenkins
LEAD-01061,Synapse Health,Media & Entertainment,Webinar,20000.0,55.6,Qualified,2025-11-12,David Kim
LEAD-01062,Cognitive Innovations,Healthcare & Life Sciences,Cold Outreach,5000.0,61.5,Lost,2026-04-12,Emily Watson
LEAD-01063,CoreTech Enterprises,SaaS & Cloud Software,Webinar,8000.0,55.3,Proposal Sent,2026-03-14,Alex Rivera
LEAD-01064,Elevate Dynamics,Financial Services & FinTech,Webinar,20000.0,37.0,Contacted,2026-08-12,Alex Rivera
LEAD-01065,Solstice Systems,SaaS & Cloud Software,LinkedIn Campaign,8000.0,49.6,Lost,2026-05-29,Priya Patel
LEAD-01066,CoreTech Labs,Retail & E-Commerce,Cold Outreach,12000.0,38.9,Lost,2026-08-10,Sarah Jenkins
LEAD-01067,Nexus Labs,Professional Services & Consulting,Referral,35000.0,68.7,Won,2026-03-14,Michael Chang
LEAD-01068,Beacon Systems,Manufacturing & Industrial,Organic Search,5000.0,11.8,Qualified,2025-10-31,Sarah Jenkins
LEAD-01069,Vanguard Technologies,Manufacturing & Industrial,Partner Channel,5000.0,39.8,Lost,2026-05-04,David Kim
LEAD-01070,Prism Partners,Healthcare & Life Sciences,Inbound Demo Request,35000.0,61.7,Qualified,2025-11-01,Sarah Jenkins
LEAD-01071,Zenith Solutions,Manufacturing & Industrial,Cold Outreach,5000.0,52.5,Lost,2026-08-30,Alex Rivera
LEAD-01072,Velocity Technologies,Manufacturing & Industrial,Cold Outreach,5000.0,22.2,New,2026-03-03,Michael Chang
LEAD-01073,Hyperion Dynamics,Professional Services & Consulting,Inbound Demo Request,15000.0,80.7,Won,2026-06-01,Sarah Jenkins
LEAD-01074,Horizon Logistics,Healthcare & Life Sciences,Cold Outreach,5000.0,20.0,New,2026-07-25,Michael Chang
LEAD-01075,Vanguard Dynamics,Professional Services & Consulting,Cold Outreach,12000.0,57.8,New,2026-01-20,Emily Watson
LEAD-01076,Aegis Technologies,Retail & E-Commerce,Inbound Demo Request,15000.0,84.3,Won,2026-08-22,David Kim
LEAD-01077,Prism Global,Retail & E-Commerce,Cold Outreach,5000.0,51.3,Lost,2025-09-07,Michael Chang
LEAD-01078,Catalyst Global,SaaS & Cloud Software,Webinar,20000.0,50.8,Contacted,2026-06-18,Alex Rivera
LEAD-01079,Beacon Partners,Professional Services & Consulting,Organic Search,5000.0,68.6,Lost,2026-07-01,Michael Chang
LEAD-01080,Vanguard Solutions,Professional Services & Consulting,LinkedIn Campaign,8000.0,48.8,Contacted,2026-06-28,Michael Chang
LEAD-01081,Vanguard Enterprises,Media & Entertainment,Partner Channel,12000.0,42.0,New,2026-06-21,Emily Watson
LEAD-01082,Catalyst Global,Retail & E-Commerce,Inbound Demo Request,35000.0,99.0,Negotiation,2026-06-15,Alex Rivera
LEAD-01083,Hyperion Analytics,Manufacturing & Industrial,Webinar,20000.0,47.6,Contacted,2026-03-21,Alex Rivera
LEAD-01084,Cognitive Health,Telecommunications,Referral,60000.0,78.8,Won,2025-11-11,Michael Chang
LEAD-01085,Vanguard Dynamics,SaaS & Cloud Software,Inbound Demo Request,15000.0,87.1,Qualified,2025-10-21,Emily Watson
LEAD-01086,Quantum Labs,Financial Services & FinTech,Webinar,45000.0,69.5,Qualified,2026-06-26,Sarah Jenkins
LEAD-01087,Acro Digital,SaaS & Cloud Software,Organic Search,5000.0,44.5,Won,2026-05-23,Alex Rivera
LEAD-01088,Meridian Health,Telecommunications,Cold Outreach,12000.0,48.5,Qualified,2025-10-20,Michael Chang
LEAD-01089,Apex Capital,Retail & E-Commerce,Webinar,20000.0,57.1,Proposal Sent,2026-01-30,Alex Rivera
LEAD-01090,Starlight Analytics,Healthcare & Life Sciences,Organic Search,5000.0,18.2,Contacted,2026-01-18,Sarah Jenkins
LEAD-01091,Velocity Labs,Media & Entertainment,Organic Search,5000.0,56.6,Lost,2025-10-30,David Kim
LEAD-01092,Nexus Health,Media & Entertainment,Partner Channel,5000.0,59.7,Lost,2025-10-28,Alex Rivera
LEAD-01093,Meridian Global,Financial Services & FinTech,LinkedIn Campaign,45000.0,60.4,Won,2026-04-22,Priya Patel
LEAD-01094,Quantum Logistics,Telecommunications,Organic Search,5000.0,44.4,New,2025-12-17,Alex Rivera
LEAD-01095,Nexus Logistics,Media & Entertainment,Organic Search,5000.0,41.5,New,2026-08-09,Alex Rivera
LEAD-01096,Acro Innovations,Financial Services & FinTech,Inbound Demo Request,35000.0,99.0,Negotiation,2026-01-05,Emily Watson
LEAD-01097,Meridian Analytics,Retail & E-Commerce,Webinar,8000.0,54.9,Qualified,2025-12-11,Michael Chang
LEAD-01098,Quantum Technologies,Financial Services & FinTech,LinkedIn Campaign,8000.0,43.5,Contacted,2025-12-01,Michael Chang
LEAD-01099,Velocity Capital,Media & Entertainment,Partner Channel,5000.0,46.7,Lost,2026-05-18,Emily Watson
LEAD-01100,Vertex Solutions,Telecommunications,Cold Outreach,5000.0,34.5,New,2025-09-30,Emily Watson
LEAD-01101,Omni Logistics,Media & Entertainment,Cold Outreach,5000.0,55.7,New,2026-02-19,Emily Watson
LEAD-01102,Aegis Partners,Manufacturing & Industrial,Referral,35000.0,84.4,Negotiation,2025-12-08,Emily Watson
LEAD-01103,Hyperion Logistics,Media & Entertainment,Partner Channel,5000.0,45.7,New,2026-05-16,Emily Watson
LEAD-01104,Nexus Global,Telecommunications,Cold Outreach,5000.0,21.5,New,2025-09-30,David Kim
LEAD-01105,Elevate Health,Professional Services & Consulting,Organic Search,12000.0,44.8,Contacted,2026-08-30,Sarah Jenkins
LEAD-01106,Aegis Labs,Retail & E-Commerce,Referral,35000.0,80.6,Negotiation,2026-04-24,Alex Rivera
LEAD-01107,Hyperion Capital,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,83.2,Proposal Sent,2026-01-26,Alex Rivera
LEAD-01108,Prism Analytics,Professional Services & Consulting,Webinar,20000.0,62.7,Lost,2026-01-14,Emily Watson
LEAD-01109,Pinnacle Labs,Telecommunications,Partner Channel,12000.0,17.0,Lost,2026-01-21,Priya Patel
LEAD-01110,Apex Dynamics,Retail & E-Commerce,LinkedIn Campaign,45000.0,76.0,Qualified,2026-07-12,Sarah Jenkins
LEAD-01111,Zenith Enterprises,Professional Services & Consulting,Organic Search,5000.0,54.4,New,2026-01-21,Michael Chang
LEAD-01112,Catalyst Partners,Financial Services & FinTech,Cold Outreach,5000.0,14.5,Won,2025-11-13,Sarah Jenkins
LEAD-01113,CoreTech Analytics,Professional Services & Consulting,Organic Search,25000.0,7.9,New,2025-11-19,David Kim
LEAD-01114,Catalyst Capital,Manufacturing & Industrial,Partner Channel,12000.0,77.0,Lost,2026-04-05,Priya Patel
LEAD-01115,Solstice Dynamics,Financial Services & FinTech,Organic Search,5000.0,44.8,New,2026-05-14,Emily Watson
LEAD-01116,Apex Health,Professional Services & Consulting,Inbound Demo Request,15000.0,65.0,Won,2025-11-24,Emily Watson
LEAD-01117,Prism Global,Healthcare & Life Sciences,Inbound Demo Request,120000.0,67.1,Proposal Sent,2026-05-09,David Kim
LEAD-01118,Catalyst Global,Media & Entertainment,Webinar,20000.0,63.6,Won,2026-05-17,Alex Rivera
LEAD-01119,Apex Capital,Professional Services & Consulting,Organic Search,25000.0,56.7,Contacted,2026-01-28,Michael Chang
LEAD-01120,Velocity Enterprises,Manufacturing & Industrial,Inbound Demo Request,35000.0,89.6,Proposal Sent,2026-07-09,Emily Watson
LEAD-01121,Starlight Labs,Retail & E-Commerce,Organic Search,5000.0,49.1,Contacted,2026-03-10,David Kim
LEAD-01122,Vanguard Analytics,Retail & E-Commerce,Cold Outreach,5000.0,66.9,New,2026-08-26,Emily Watson
LEAD-01123,Cognitive Technologies,Media & Entertainment,Inbound Demo Request,60000.0,78.3,Proposal Sent,2026-06-06,Priya Patel
LEAD-01124,Pinnacle Capital,Manufacturing & Industrial,Partner Channel,25000.0,19.3,Contacted,2026-04-28,Priya Patel
LEAD-01125,CoreTech Enterprises,Financial Services & FinTech,LinkedIn Campaign,8000.0,86.7,Contacted,2026-06-19,David Kim
LEAD-01126,Meridian Solutions,Professional Services & Consulting,LinkedIn Campaign,8000.0,59.5,Qualified,2025-11-30,Priya Patel
LEAD-01127,Beacon Digital,Healthcare & Life Sciences,Partner Channel,12000.0,47.3,Qualified,2026-02-01,David Kim
LEAD-01128,Prism Capital,SaaS & Cloud Software,LinkedIn Campaign,8000.0,60.4,Won,2025-11-27,Alex Rivera
LEAD-01129,Zenith Systems,Professional Services & Consulting,Inbound Demo Request,15000.0,68.7,Won,2026-08-14,Priya Patel
LEAD-01130,Vertex Labs,Telecommunications,Webinar,8000.0,62.3,Qualified,2025-12-23,Priya Patel
LEAD-01131,Beacon Labs,Retail & E-Commerce,LinkedIn Campaign,45000.0,54.6,Contacted,2026-06-21,Emily Watson
LEAD-01132,Horizon Capital,SaaS & Cloud Software,Partner Channel,5000.0,63.4,New,2026-08-10,Alex Rivera
LEAD-01133,Zenith Partners,Telecommunications,Cold Outreach,5000.0,44.5,New,2025-11-15,Emily Watson
LEAD-01134,Beacon Global,Financial Services & FinTech,LinkedIn Campaign,45000.0,60.6,Proposal Sent,2025-09-22,Emily Watson
LEAD-01135,Synapse Technologies,SaaS & Cloud Software,Webinar,45000.0,54.8,Won,2025-09-24,Alex Rivera
LEAD-01136,Zenith Partners,Financial Services & FinTech,Partner Channel,5000.0,30.2,New,2025-10-02,Alex Rivera
LEAD-01137,Elevate Technologies,Healthcare & Life Sciences,Referral,35000.0,69.4,Won,2026-05-19,Sarah Jenkins
LEAD-01138,Vertex Labs,Retail & E-Commerce,Organic Search,5000.0,41.8,Lost,2026-04-09,Sarah Jenkins
LEAD-01139,Vertex Partners,Telecommunications,Webinar,8000.0,64.8,Proposal Sent,2026-05-22,Michael Chang
LEAD-01140,Prism Partners,Retail & E-Commerce,Referral,120000.0,88.8,Won,2025-11-13,Sarah Jenkins
LEAD-01141,Elevate Technologies,Manufacturing & Industrial,LinkedIn Campaign,20000.0,64.2,Proposal Sent,2026-04-26,Alex Rivera
LEAD-01142,Hyperion Enterprises,Media & Entertainment,Webinar,45000.0,80.4,Proposal Sent,2026-08-21,Michael Chang
LEAD-01143,Hyperion Partners,Retail & E-Commerce,Webinar,45000.0,40.5,Won,2026-03-09,Sarah Jenkins
LEAD-01144,Catalyst Global,Telecommunications,Inbound Demo Request,15000.0,95.7,Proposal Sent,2026-08-19,Priya Patel
LEAD-01145,Apex Innovations,SaaS & Cloud Software,Partner Channel,5000.0,40.1,New,2026-05-12,Alex Rivera
LEAD-01146,Stratosphere Technologies,SaaS & Cloud Software,LinkedIn Campaign,8000.0,48.7,Qualified,2026-03-20,Emily Watson
LEAD-01147,Cognitive Health,Healthcare & Life Sciences,Inbound Demo Request,35000.0,75.3,Qualified,2025-09-20,David Kim
LEAD-01148,Prism Global,Manufacturing & Industrial,Partner Channel,5000.0,39.6,Contacted,2026-01-12,Michael Chang
LEAD-01149,Aegis Innovations,Telecommunications,Organic Search,12000.0,46.3,Lost,2026-04-03,Alex Rivera
LEAD-01150,Hyperion Global,SaaS & Cloud Software,Cold Outreach,12000.0,33.5,New,2026-05-25,Priya Patel
LEAD-01151,Horizon Solutions,Media & Entertainment,Cold Outreach,25000.0,35.3,New,2026-07-16,Michael Chang
LEAD-01152,Elevate Analytics,SaaS & Cloud Software,Referral,35000.0,74.9,Won,2026-02-26,Priya Patel
LEAD-01153,Vertex Health,SaaS & Cloud Software,Partner Channel,5000.0,81.1,Lost,2025-11-15,Sarah Jenkins
LEAD-01154,Omni Analytics,Retail & E-Commerce,Partner Channel,5000.0,42.5,Lost,2026-08-01,Priya Patel
LEAD-01155,Nexus Innovations,Financial Services & FinTech,Organic Search,12000.0,49.6,Contacted,2025-09-29,David Kim
LEAD-01156,Prism Capital,Healthcare & Life Sciences,Organic Search,5000.0,43.4,Lost,2025-09-07,David Kim
LEAD-01157,Zenith Solutions,Healthcare & Life Sciences,Cold Outreach,12000.0,33.2,Lost,2026-08-19,Priya Patel
LEAD-01158,Nexus Labs,Healthcare & Life Sciences,LinkedIn Campaign,45000.0,75.8,Won,2026-04-23,Alex Rivera
LEAD-01159,Aegis Labs,Financial Services & FinTech,Inbound Demo Request,35000.0,84.6,Won,2026-01-04,Sarah Jenkins
LEAD-01160,Omni Solutions,Telecommunications,Partner Channel,12000.0,56.5,New,2025-09-12,David Kim
LEAD-01161,Aegis Technologies,Telecommunications,Organic Search,5000.0,23.0,Contacted,2025-10-22,Emily Watson
LEAD-01162,Stratosphere Partners,Financial Services & FinTech,Webinar,20000.0,51.0,Proposal Sent,2026-08-24,Alex Rivera
LEAD-01163,Horizon Innovations,Financial Services & FinTech,Organic Search,5000.0,34.8,New,2026-03-14,Michael Chang
LEAD-01164,Hyperion Health,Media & Entertainment,Organic Search,5000.0,44.8,Contacted,2026-08-25,Priya Patel
LEAD-01165,Hyperion Capital,Telecommunications,LinkedIn Campaign,20000.0,91.7,Proposal Sent,2026-07-23,Emily Watson
LEAD-01166,Acro Solutions,SaaS & Cloud Software,Webinar,20000.0,56.5,Proposal Sent,2025-11-03,Alex Rivera
LEAD-01167,Stratosphere Partners,Telecommunications,Partner Channel,5000.0,20.5,New,2025-10-14,Alex Rivera
LEAD-01168,Horizon Labs,Media & Entertainment,Partner Channel,5000.0,7.8,Contacted,2025-12-24,Priya Patel
LEAD-01169,Nexus Capital,Media & Entertainment,Referral,35000.0,89.6,Negotiation,2026-03-09,Emily Watson
LEAD-01170,Velocity Health,Retail & E-Commerce,LinkedIn Campaign,20000.0,78.6,Contacted,2026-03-20,Alex Rivera
LEAD-01171,Nexus Innovations,Healthcare & Life Sciences,Partner Channel,5000.0,45.1,Qualified,2026-04-03,Sarah Jenkins
LEAD-01172,CoreTech Analytics,Media & Entertainment,Organic Search,5000.0,45.5,Contacted,2025-10-08,Priya Patel
LEAD-01173,Nexus Capital,Telecommunications,Webinar,8000.0,39.8,Won,2026-05-10,David Kim
LEAD-01174,Hyperion Analytics,Media & Entertainment,Inbound Demo Request,35000.0,67.7,Won,2026-01-30,Emily Watson
LEAD-01175,Cognitive Labs,Retail & E-Commerce,Cold Outreach,5000.0,60.1,Contacted,2025-12-20,Priya Patel
LEAD-01176,Stratosphere Solutions,Financial Services & FinTech,Webinar,20000.0,44.7,Lost,2026-05-21,Michael Chang
LEAD-01177,Velocity Technologies,Telecommunications,Cold Outreach,5000.0,25.7,Lost,2026-02-26,Priya Patel
LEAD-01178,Apex Logistics,Retail & E-Commerce,Webinar,20000.0,71.4,Proposal Sent,2026-06-21,Emily Watson
LEAD-01179,Pinnacle Capital,Professional Services & Consulting,LinkedIn Campaign,8000.0,53.0,Qualified,2025-11-04,Sarah Jenkins
LEAD-01180,Prism Solutions,Financial Services & FinTech,Partner Channel,12000.0,25.6,Contacted,2025-11-28,Michael Chang
LEAD-01181,Vanguard Innovations,Telecommunications,Organic Search,5000.0,24.8,New,2025-09-16,Alex Rivera
LEAD-01182,Vanguard Solutions,Telecommunications,Cold Outreach,5000.0,34.1,Won,2026-07-20,Michael Chang
LEAD-01183,Synapse Digital,Financial Services & FinTech,Partner Channel,5000.0,57.8,Lost,2026-01-03,Emily Watson
LEAD-01184,Vanguard Labs,Retail & E-Commerce,LinkedIn Campaign,45000.0,69.8,Qualified,2025-12-06,Priya Patel
LEAD-01185,CoreTech Solutions,SaaS & Cloud Software,Inbound Demo Request,60000.0,92.5,Proposal Sent,2026-03-18,Priya Patel
LEAD-01186,Horizon Partners,Media & Entertainment,Organic Search,5000.0,58.6,Contacted,2026-03-19,Priya Patel
LEAD-01187,Cognitive Capital,Telecommunications,Referral,120000.0,91.6,Won,2026-06-08,Emily Watson
LEAD-01188,Horizon Labs,Telecommunications,Webinar,8000.0,79.9,Proposal Sent,2025-12-08,David Kim
LEAD-01189,Vertex Dynamics,Retail & E-Commerce,Referral,35000.0,87.3,Proposal Sent,2026-06-06,Michael Chang
LEAD-01190,Meridian Digital,Healthcare & Life Sciences,Cold Outreach,5000.0,47.4,Contacted,2026-02-02,Emily Watson
LEAD-01191,Horizon Dynamics,Retail & E-Commerce,Partner Channel,5000.0,38.3,New,2026-02-19,Alex Rivera
LEAD-01192,Meridian Labs,Professional Services & Consulting,Referral,35000.0,92.7,Won,2026-08-01,Emily Watson
LEAD-01193,Nexus Global,Financial Services & FinTech,Cold Outreach,12000.0,39.4,New,2025-10-17,Priya Patel
LEAD-01194,Velocity Enterprises,SaaS & Cloud Software,Cold Outreach,5000.0,50.3,New,2025-09-16,Priya Patel
LEAD-01195,Stratosphere Partners,Professional Services & Consulting,Referral,35000.0,56.7,Qualified,2025-11-07,David Kim
LEAD-01196,Aura Innovations,Media & Entertainment,Webinar,20000.0,53.4,Contacted,2026-04-15,Sarah Jenkins
LEAD-01197,Apex Health,Media & Entertainment,Organic Search,25000.0,49.4,Lost,2026-02-01,Emily Watson
LEAD-01198,Catalyst Dynamics,Retail & E-Commerce,Partner Channel,5000.0,24.2,New,2026-01-19,Alex Rivera
LEAD-01199,Prism Capital,Manufacturing & Industrial,Inbound Demo Request,15000.0,66.4,Won,2026-04-12,Sarah Jenkins
LEAD-01200,Vertex Enterprises,Professional Services & Consulting,Referral,35000.0,79.6,Won,2025-12-17,Emily Watson
LEAD-01201,Prism Innovations,Manufacturing & Industrial,Webinar,20000.0,60.3,Qualified,2026-03-04,Michael Chang
LEAD-01202,Zenith Partners,Professional Services & Consulting,LinkedIn Campaign,45000.0,56.0,Proposal Sent,2026-02-19,David Kim
LEAD-01203,Hyperion Enterprises,SaaS & Cloud Software,Referral,35000.0,88.7,Won,2026-08-01,Alex Rivera
LEAD-01204,Solstice Partners,Professional Services & Consulting,Partner Channel,5000.0,43.4,New,2025-11-13,David Kim
LEAD-01205,Pinnacle Partners,Retail & E-Commerce,LinkedIn Campaign,20000.0,74.9,Proposal Sent,2026-03-06,David Kim
LEAD-01206,Prism Capital,SaaS & Cloud Software,Inbound Demo Request,60000.0,82.2,Won,2025-11-04,David Kim
LEAD-01207,CoreTech Digital,Professional Services & Consulting,Inbound Demo Request,35000.0,77.3,Won,2026-03-19,Alex Rivera
LEAD-01208,Hyperion Capital,Healthcare & Life Sciences,Organic Search,5000.0,37.0,Lost,2026-03-06,David Kim
LEAD-01209,Meridian Enterprises,Manufacturing & Industrial,Webinar,20000.0,69.4,Qualified,2026-02-15,Alex Rivera
